rent;bedrooms;bathrooms;parkings;sizes;areas
5000;1;1;1;50 m²;Montgomery Park
5000;0.5;1;1;0;Auckland Park
5000;1;1;1;49 m²;Roseacre
5000;0.5;1;0;22 m²;Braamfontein
5000;0;0;0;0;Auckland Park
5000;0;1;0;28 m²;Auckland Park
5000;1;1;0;40 m²;Melville
5000;1;1;0;33 m²;Maboneng
5000;1;1;0;60 m²;Highlands North
5000;1;1;1;0;Montgomery Park
5000;1;1;1;0;Braamfontein
5000;0;0;0;54 m²;Montgomery Park
5000;0;1;0;0;Doornfontein
5000;1;1;0;40 m²;Melville
5000;1;1;1;0;Montgomery Park
5000;1;1;1;50 m²;Bramley
5000;1;1;1;50 m²;Bramley
5000;1;1;1;0;Kensington
5000;3;1;0;0;Jan Hofmeyer
5000;2;1;1;42 m²;Johannesburg Central
5000;0;1;0;0;Maboneng
5000;1;1;1;55 m²;Richmond
5000;0;1;0;0;Braamfontein
5000;1;1;1;1 942 m²;Emmarentia
5000;2;1;0;0;Bellevue
5000;0.5;0;1;28 m²;Braamfontein
5000;0.5;0;1;28 m²;Braamfontein
5000;1;1;0;39 m²;Doornfontein
5000;1;1;1;1 097 m²;Kibler Park
5000;1;1;2;48 m²;Montgomery Park
5000;1;1;1;0;Mulbarton
5000;1;1;1;40 m²;Maboneng
5000;2;1;1;0;Eikenhof
5000;0;0;0;0;Richmond
5000;1;1;1;35 m²;Auckland Park
5000;0;1;0;41 m²;Milpark
5000;1;1;0;0;Highlands North
5000;0.5;1;1;0;Richmond
5000;1;1;1;52 m²;Liefde En Vrede
5000;1;1;2;48 m²;Montgomery Park
5000;0;0;0;0;Norwood
5000;1;1;1;50 m²;Montgomery Park
5000;0;1;1;0;Bruma
5000;3;1;1;0;Ennerdale
5000;1;1;1;0;Lombardy East
5000;1;1;1;25 m²;Westdene
5000;0;1;0;0;Melville
5000;1;1;1;25 m²;Westdene
5000;0;1;0;0;Melville
5000;1;1;1;41 m²;Johannesburg Central
5000;1;1;0;41 m²;Sandringham
5000;2;1;0;0;Hillbrow
5000;0.5;1;1;0;Maboneng
5000;0;1;1;30 m²;Johannesburg Central
5000;1;1;0;84 m²;Bellevue
5000;0;0;0;0;Braamfontein Werf
5000;1;1;1;46 m²;Braamfontein
5000;1;1;0;5 877 m²;Lyndhurst
5000;3;2;1;500 m²;Lenasia South
5000;0.5;1;0;40 m²;Auckland Park
5000;1;1;1;0;Maboneng
5000;1;1;1;68 m²;Yeoville
5000;1;1;1;0;Linmeyer
5000;0;1;0;34 m²;Braamfontein
5000;0;0;0;0;Auckland Park
5000;0;1;1;0;Bruma
5000;0;0;0;0;Braamfontein
5000;0;1;0;34 m²;Braamfontein
5000;2;1;0;0;Berea
5000;0.5;1;1;0;Maboneng
5000;2;1;1;0;Alan Manor
5000;0.5;1;0;41 m²;Braamfontein Werf
5000;0;1;0;0;Braamfontein
5000;1;1;0;0;Auckland Park
5000;1;1;0;0;Auckland Park
5000;0.5;1;0;0;Braamfontein
5000;2;1;1;0;Lenasia South
5000;0;0;0;0;Auckland Park
5000;0.5;1;0;41 m²;Braamfontein Werf
5000;1;1;0;0;Franklin Roosevelt Park
5000;0;1;0;0;Auckland Park
5000;1;1;0;0;Emmarentia
5000;1;1;0;0;Westdene
5000;0;1;0;0;Auckland Park
5000;0;1;0;0;Auckland Park
5000;0;0;0;0;Braamfontein
5000;0;1;0;0;Auckland Park
5000;0;1;0;0;Auckland Park
5000;0;1;1;0;Bruma
5000;2;1;1;0;Rosettenville
5000;0;1;1;0;Bruma
5000;0;0;0;0;Auckland Park
5000;1;1;0;0;Braamfontein
5000;0;1;0;0;Auckland Park
5000;0;1;0;0;Auckland Park
5100;1;1;1;0;Auckland Park
5000;2;1;0;0;Johannesburg Central
5050;1;1;1;0;Auckland Park
5050;3;2;1;0;Kenilworth
5050;3;2;1;0;Turffontein
5050;3;2;1;0;Rosettenville
5050;3;2;1;0;Haddon
5050;3;2;1;0;Haddon
5050;1;1;1;0;Auckland Park
5050;1;1;1;0;Auckland Park
5060;1;1;0;1 243 m²;Berea
5075;0;1;0;0;Braamfontein
5100;1;1;0;0;Orange Grove
5100;1;1;0;0;Hillbrow
5100;1;1;1;0;Auckland Park
5100;2;1;1;0;Elandspark
5100;1;1;1;0;Franklin Roosevelt Park
5100;0;1;2;45 m²;Braamfontein
5100;1;1;0;0;Yeoville
5100;2;1;1;0;Glenvista
5100;1;1;0;0;Auckland Park
5100;2;1;1;0;Bellevue East
5100;1;1;0;0;Joubert Park
5115;0;1;1;30 m²;Braamfontein
5130;6;4;6;3 000 m²;Craighall Park
5150;1;1;1;0;Towerby
5178;2;1;1;0;Johannesburg Central
5200;1;1;0;32 m²;Braamfontein
5180;2;1;0;0;Johannesburg Central
5180;1;1;0;0;Braamfontein
5197;2;1;0;0;Doornfontein
5198;2;1;0;0;Johannesburg Central
5199;2;1;0;41 m²;Maboneng
5199;2;1;0;38 m²;New Doornfontein
5200;1;1;0;32 m²;Braamfontein
5200;1;1;1;55 m²;Braamfontein
5200;1;1;0;32 m²;Braamfontein
5200;1;1;1;55 m²;Braamfontein
5200;3;2;1;0;Linmeyer
5200;3;2;1;0;Townsview
5200;1;1;1;0;Montgomery Park
5200;2;1;1;55 m²;Mondeor
5200;3;1;2;105 m²;Forest Hill
5200;0;1;0;30 m²;Braamfontein
5200;0.5;1;2;0;Mondeor
5200;0.5;1;1;25 m²;Braamfontein
5200;0.5;1;1;25 m²;Braamfontein
5200;2;1;1;496 m²;Rosettenville
5200;1;1;1;0;Auckland Park
5200;3;1;2;0;Forest Hill
5200;2;1;0;0;Naturena
5200;1;1;1;60 m²;Bellevue
5200;1;1;1;0;Melville
5200;2;1;0;0;Johannesburg Central
5200;0;1;0;0;Braamfontein
5200;1;1;1;1 155 m²;Kibler Park
5200;1;1;0;30 m²;Braamfontein
5200;0;1;0;0;Braamfontein
5200;1;1;1;1 155 m²;Kibler Park
5200;1;1;0;30 m²;Braamfontein
5200;1;1;1;25 m²;Auckland Park
5200;0;1;0;0;Braamfontein
5200;2;1;0;0;Bellevue
5200;1;1;0;0;Rembrandt Park
5200;1;1;1;0;Lombardy East
5200;1;1;0;0;Rembrandt Park
5200;1;1;0;0;Montgomery Park
5200;1;1;1;0;Montgomery Park
5200;2;1;0;0;Johannesburg Central
5200;0;1;1;0;Kensington
5200;0;1;1;0;Kensington
5250;1;1;1;0;Ormonde View
5250;1;1;1;40 m²;Parktown
5250;1;1;1;40 m²;Parktown
5250;2;1;1;40 m²;Johannesburg Central
5200;0;1;0;0;Braamfontein
5250;1;1;1;73 m²;Norwood
5250;2;2;1;0;Ferreirasdorp
5250;2;1;0;0;Yeoville
5299;2;1;0;43 m²;Maboneng
5299;2;1;0;0;Berea
5300;1;1;1;50 m²;Johannesburg Central
5300;1;1;2;0;Upper Houghton
5300;2;1;0;0;Meredale
5300;2;1;0;0;Naturena
5300;2;1;0;0;Meredale
5300;1;1;0;41 m²;Auckland Park
5300;0.5;1;0;0;Bramley
5300;1;1;1;0;Craighall Park
5300;1;1;0;41 m²;Auckland Park
5300;2;1;0;0;Meredale
5300;2;1;0;0;Meredale
5300;1;1;1;0;Westdene
5300;1;1;0;60 m²;Bellevue
5300;1;1;0;0;Auckland Park
5300;1;1;1;0;Montgomery Park
5300;2;1;0;0;Bertrams
5300;1;1;0;0;Sydenham
5300;2;1;0;0;Naturena
5300;2;1;0;85 m²;Bellevue
5300;1;1;0;0;Auckland Park
5300;1;1;0;0;Auckland Park
5300;1;1;1;39 m²;Braamfontein Werf
5300;2;1;0;0;Judiths Paarl
5300;1;1;0;0;Johannesburg Central
5350;1;1;0;35 m²;Melville
5350;2;1;0;50 m²;Hillbrow
5350;2;1;0;0;Berea
5380;0;0;0;0;Auckland Park
5390;2;1.5;2;75 m²;Mondeor
5400;0;0;0;0;City & Suburban
5400;1;1;1;0;Auckland Park
5400;1;1;0;0;Auckland Park
5400;1;1;1;0;Melville
5400;1;0;1;0;Berea
5405;2;1;0;0;Johannesburg Central
5450;2;1;0;0;Johannesburg Central
5450;1;1;1;0;Orange Grove
5450;2;1;0;0;Johannesburg Central
5450;0;1;1;27 m²;Auckland Park
5490;1;1;0;0;Norwood
5490;1;1;1;0;Bramley
5495;1;1;0;0;Richmond
5500;2;1;1;35 m²;Johannesburg Central
5499;2;1;1;0;Doornfontein
5500;2;1;1;87 m²;Booysens
5500;2;2;0;7 948 m²;Naturena
5500;2;1;1;0;Linmeyer
5500;1;1;1;40 m²;Richmond
5500;0;1;1;28 m²;Emmarentia
5500;1;1;1;0;Westdene
5500;1;1;1;35 m²;Houghton Estate
5500;1;1;1;48 m²;Norwood
5500;1;1;1;120 m²;Gresswold
5500;2;1;1;35 m²;Johannesburg Central
5500;0.5;1;0;38 m²;Braamfontein
5500;2;1;0;100 m²;Rosettenville
5500;2;1;1;55 m²;Rosettenville
5500;2;1;1;58 m²;Linmeyer
5500;1;1;0;0;Greenside
5500;2;1;1;0;Linmeyer
5500;1;1;0;0;Greenside
5500;2;1;1;0;Linmeyer
5500;2;1;1;80 m²;Berea
5500;2;1;2;0;Suideroord
5500;1;1;1;0;Randview
5500;2;1;0;0;Meredale
5500;0.5;1;1;0;Auckland Park
5500;2;1;2;0;Ridgeway
5500;2;1;1;0;Hurst Hill
5500;1;1;1;52 m²;Richmond
5500;3;1;0;0;Lenasia South
5500;1;1;1;41 m²;Auckland Park
5500;2;1;0;0;Ridgeway
5500;1;1;1;41 m²;Braamfontein
5500;2;1;0;107 m²;Yeoville
5500;2;1;1;59 m²;Meredale
5500;2;1;0;0;Evans Park
5500;1;1;1;41 m²;Auckland Park
5500;1;1;0;90 m²;Emmarentia
5500;2;1;2;0;Meredale
5500;2;1;2;55 m²;Mondeor
5500;1;2;2;115 m²;Mulbarton
5500;2;1;1;0;Meredale
5500;2;1;1;0;Mondeor
5500;2;1;1;0;Kibler Park
5500;1;1;0;40 m²;Braamfontein
5500;1;1;1;48 m²;Rembrandt Park
5500;1;1;0;0;Mondeor
5500;1;1;1;54 m²;Melville
5500;2;1;1;70 m²;Bezuidenhout Valley
5500;1;1;1;48 m²;Melville
5500;0.5;1;0;46 m²;Braamfontein
5500;1;1;0;43 m²;Marshalltown
5500;1;1;0;0;Craighall Park
5500;1;1;0;0;Maboneng
5500;2;1;1;85 m²;Yeoville
5500;1;1;1;558 m²;Westdene
5500;1;1;1;54 m²;Melville
5500;1;1;0;0;Auckland Park
5500;0.5;1;0;0;Auckland Park
5500;1;1;1;0;Braamfontein Werf
5500;3;1;1;0;Tulisa Park
5500;1;1;1;90 m²;Linmeyer
5500;0;0;0;0;Ridgeway
5500;1;1;1;80 m²;Westdene
5500;1;1;4;0;Albertville
5500;1;1;1;0;Melville
5500;1;1;0;53 m²;Maboneng
5500;1;1;0;0;Braamfontein
5500;1;1;2;50 m²;Bruma
5500;1;0.5;2;0;Observatory
5500;2;1;1;47 m²;Ridgeway
5500;1;1;1;28 m²;Emmarentia
5500;1;1;1;28 m²;Emmarentia
5500;2;1;1;0;Ormonde View
5500;1;1;0;31 m²;Braamfontein
5500;1;1;0;45 m²;Maboneng
5500;1;1;0;38 m²;Percelia Estate
5500;2;1;1;0;Naturena
5500;1;1;0;0;Whitney Gardens
5500;1;1;1;55 m²;Montgomery Park
5500;3;1;0;0;Lawley
5500;1;1;0;0;Craighall Park
5500;2;1;1;0;Naturena
5500;1;1;0;0;Whitney Gardens
5500;1;1;1;55 m²;Montgomery Park
5500;3;1;0;0;Lawley
5500;1;1;0;0;Craighall Park
5500;2;1;2;68 m²;Westgate
5500;1;1;1;0;Craighall Park
5500;1;1;0;32 m²;Braamfontein
5500;1;1;0;32 m²;Braamfontein
5500;1;1;0;0;Auckland Park
5500;6;3;8;1 000 m²;Melville
5500;0;1;1;0;Melville
5500;0;0;0;0;Norwood
5500;1;1;0;495 m²;Orange Grove
5500;0;1;0;45 m²;Braamfontein
5500;1;1;0;0;Auckland Park
5500;0;3;2;0;Jeppestown
5500;1;1;1;48 m²;Montgomery Park
5500;0;0;0;0;Winchester Hills
5500;2;1;0;0;Winchester Hills
5500;1;1;1;50 m²;Melville
5500;2;1;1;0;Naturena
5500;1;1;0;0;Auckland Park
5500;1;1;0;0;Auckland Park
5500;1;1;1;0;Richmond
5500;1;1;0;0;Auckland Park
5500;2;1;2;0;Riverlea
5500;2;1;1;8 639 m²;Naturena
5500;1;1;1;0;Auckland Park
5500;1;1;1;66 m²;Johannesburg Central
5500;3;1;0;50 m²;Bellevue East
5500;1;1;1;48 m²;Johannesburg Central
5500;2;1;1;1 988 m²;Townsview
5500;1;1;1;0;Auckland Park
5500;2;1;1;0;Bosmont
5500;1;1;0;48 m²;Rembrandt Park
5500;1;1;0;0;Auckland Park
5500;1;1;0;48 m²;Rembrandt Park
5500;2;0;0;0;Roodepoort
5500;1;1;1;36 m²;Glenhazel
5500;1;1;1;0;Westdene
5500;1;1;0;48 m²;Rembrandt Park
5500;1;1;0;75 m²;Sandringham
5500;0;1;1;0;Braamfontein Werf
5500;1;1;0;0;Sydenham
5500;1;1;1;48 m²;Rembrandt Park
5500;0;0;0;0;Mondeor
5500;1;1;0;0;Auckland Park
5500;2;1;1;0;Meredale
5500;1;1;0;32 m²;Braamfontein
5500;1;1;1;60 m²;Montgomery Park
5500;1;1;0;0;Craighall Park
5500;2;1;1;0;Mondeor
5500;0;1;1;0;Auckland Park
5500;0;0;0;0;Mondeor
5500;1;1;0;0;Parkhurst
5500;1;1;1;0;Maboneng
5500;1;1;1;41 m²;Braamfontein Werf
5500;1;1;1;0;Milpark
5500;1;1;0;0;Braamfontein
5500;2;1;0;0;Johannesburg Central
5500;1;1;1;34 m²;Melville
5500;2;2;1;0;Roodepoort
5500;1;1;1;0;Greymont
5500;0;1;0;0;Auckland Park
5500;2;1;0;0;Yeoville
5500;0;0;0;0;Auckland Park
5500;1;1;1;65 m²;Cyrildene
5500;1;1;0;0;Bramley
5500;2;1;0;0;Kibler Park
5500;0;1;1;0;Braamfontein Werf
5500;1;1;1;0;Bramley View
5500;1;1;1;0;Kensington
5500;0;1;0;32 m²;Braamfontein
5500;2;1;1;0;Mondeor
5500;1;1;1;0;Kensington
5500;1;1;0;0;Bramley
5500;1;1;0;0;Maboneng
5500;0;1;1;0;Braamfontein Werf
5500;0;0;0;40 m²;Crosby
5500;1;1;0;1 248 m²;Suideroord
5500;0;0;0;0;Auckland Park
5500;1;1;1;0;Orchards
5500;1;1;1;55 m²;Mondeor
5500;0;1;0;0;Raedene Estate
5500;0;1;0;0;Emmarentia
5500;1;1;0;0;Auckland Park
5500;1;1;1;25 m²;Sydenham
5500;0;0;0;0;Auckland Park
5500;0;1;1;0;Upper Houghton
5500;1;1;1;49 m²;Houghton Estate
5500;1;1;0;0;Auckland Park
5500;2;1;0;0;Yeoville
5500;0;1;0;0;Auckland Park
5500;1;1;1;0;Maboneng
5500;1;1;2;0;Mondeor
5500;0;1;0;0;Auckland Park
5500;0;1;0;0;Auckland Park
5500;1;1;1;36 006 m²;Greenside
5550;2;1;1;48 m²;Hillbrow
5599;3;1;0;0;Berea
5600;2;1;2;112 m²;Mayfield Park
5600;1;1;1;0;Talboton
5500;1;1;1;0;Maboneng
5600;2;1;2;0;Ormonde
5600;1;1;1;0;Talboton
5600;2;1;2;0;Ormonde
5600;1;1;1;0;Auckland Park
5600;1;1;0;70 m²;Auckland Park
5600;0;1;0;0;Auckland Park
5600;1;1;1;0;Franklin Roosevelt Park
5600;2;1;1;0;Winchester Hills
5600;2;1;1;0;Meredale
5600;0;1;2;32 m²;Milpark
5600;1;1;1;0;Montgomery Park
5600;1;1;0;0;Doornfontein
5600;2;1;0;0;Bertrams
5600;2;1;1;0;City & Suburban
5600;0;1;2;32 m²;Milpark
5600;1;1;1;41 m²;Milpark
5600;2;0;0;85 m²;Johannesburg Central
5600;0.5;1;1;0;Maboneng
5600;0.5;1;1;0;City & Suburban
5600;2;1;0;0;Johannesburg Central
5610;2;1;2;75 m²;Berea
5610;2;1;0;55 m²;Berea
5610;1;1;0;29 m²;Rossmore
5640;0.5;1;0;0;Braamfontein
5640;0.5;0;1;0;Auckland Park
5640;0.5;1;1;0;Parktown
5640;0.5;1;1;0;Milpark
5640;0.5;1;1;0;Melville
5650;2;1;0;46 m²;Yeoville
5665;0;1;0;26 m²;Braamfontein
5670;2;1;1;0;Winchester Hills
5670;2;1;0;60 m²;Bellevue
5700;0.5;1;0;0;Braamfontein Werf
5678;2;1;0;0;Johannesburg Central
5699;2;1;2;53 m²;Linmeyer
5700;1;1;1;40 m²;Emmarentia
5700;2;1;1;0;Jeppestown
5700;2;1;1;0;Jeppestown
5700;1;1;1;60 m²;Yeoville
5700;1;1;1;50 m²;Montgomery Park
5700;0.5;1;0;0;Braamfontein Werf
5700;0;0;0;0;Johannesburg Central
5700;1;1;0;0;Maboneng
5700;2;1;1;66 m²;Mondeor
5700;1;1;1;0;Johannesburg Central
5700;1;1;1;41 m²;Braamfontein Werf
5700;1;1;1;43 m²;Albertville
5700;1;0;1;52 m²;Johannesburg Central
5700;2;1;1;0;Ridgeway
5700;3;1.5;1;0;Turffontein
5700;2;1;0;0;Linmeyer
5700;2;1;1;0;Kibler Park
5700;2;1;0;0;Crown Gardens
5700;2;0;0;52 m²;Johannesburg Central
5700;2;1;1;0;Winchester Hills
5700;2;1;1;33 m²;Johannesburg Central
5700;0;1;0;0;Braamfontein
5700;2;1;4;54 m²;Winchester Hills
5700;4;4;4;0;Melville
5700;1;1;0;32 m²;Auckland Park
5700;2;1;0;0;Linmeyer
5700;2;1;0;0;Linmeyer
5700;1;1;1;0;Johannesburg Central
5700;1;1;1;0;Auckland Park
5700;1;1;0;0;Johannesburg Central
5700;2;1;2;0;South Hills
5700;1;1;0;0;Auckland Park
5700;1;1;0;0;Richmond
5720;1;1;1;38 m²;Rossmore
5738;2;1;2;33 m²;Johannesburg Central
5750;2;1;1;51 m²;Johannesburg Central
5700;1;1;0;0;Auckland Park
5750;2;1;1;56 m²;Glenvista
5750;2;1;1;56 m²;Liefde En Vrede
5750;2;1;1;56 m²;Oakdene
5750;2;1;1;56 m²;Linmeyer
5750;2;1;1;56 m²;Mulbarton
5750;1;1;0;40 m²;Franklin Roosevelt Park
5750;2;1;1;51 m²;South Hills
5750;2;1;0;51 m²;Meredale
5750;2;1;1;51 m²;Johannesburg Central
5750;2;1;1;51 m²;South Hills
5750;2;1;1;45 m²;South Hills
5750;2;1;1;45 m²;Booysens
5750;2;1;1;45 m²;Johannesburg Central
5750;2;1;1;51 m²;Ormonde
5750;2;1;1;45 m²;Mondeor
5750;2;1;1;0;Booysens
5750;2;1;1;0;Johannesburg Central
5750;2;1;1;0;Naturena
5750;2;1;1;0;Meredale
5750;2;1;1;0;South Hills
5750;2;1;1;0;Liefde En Vrede
5750;1;1;1;0;Montgomery Park
5750;2;1;1;0;Johannesburg Central
5750;2;1;1;0;Naturena
5750;2;1;0;0;Bezuidenhout Valley
5750;1;1;1;0;Westdene
5750;2;1;1;57 m²;Lorentzville
5750;2;1;2;0;Hillbrow
5750;1;1;0;400 m²;Observatory
5768;2;1;1;60 m²;Johannesburg Central
5750;2;1;1;0;Naturena
5775;1;1;1;60 m²;Yeoville
5775;2;1;0;0;Johannesburg Central
5795;1;1;0;0;Johannesburg Central
5799;2;1;0;0;Maboneng
5800;1;1;2;0;Bassonia Rock
5800;1;1;1;48 m²;Montgomery Park
5800;2;1;1;0;Winchester Hills
5800;2;1;1;70 m²;Mulbarton
5800;1;1;1;0;Emmarentia
5800;0;1;0;29 m²;Milpark
5800;1;1;2;65 m²;Ormonde
5800;0;1;2;41 m²;Milpark
5800;2;0;1;0;Highlands North
5800;1;1;0;0;Westdene
5800;1;1;1;0;Emmarentia
5800;1;1;1;73 m²;Upper Houghton
5800;0;1;0;0;Braamfontein
5800;2;1;1;0;Mondeor
5800;0;1;0;0;Maboneng
5800;2;1;1;12 456 m²;Linmeyer
5800;0;1;1;0;Melville
5800;0;1;0;0;Braamfontein
5800;1;1;1;45 m²;Melville
5800;2;1;1;35 000 m²;Mulbarton
5800;1;1;1;45 m²;Melville
5800;2;1;1;35 000 m²;Mulbarton
5800;1;1;0;900 m²;Kensington
5800;3;2;1;0;Lenasia
5800;1;1;0;33 m²;Melville
5800;0.5;1;1;68 m²;Maboneng
5800;1;1;2;0;Ormonde
5800;2;1;1;0;Ridgeway
5800;2;1;0;0;Berea
5800;1;1;1;1 487 m²;Orchards
5800;2;1;1;0;Southdale
5800;2;1;0;57 m²;Meredale
5800;2;1;1;0;Glenanda
5800;2;1;1;12 456 m²;Linmeyer
5800;2;1;1;0;Hillbrow
5800;1;1;1;0;Emmarentia
5800;2;2;0;0;Roodepoort
5800;2;2;0;0;Roodepoort
5850;0.5;1;0;32 m²;Braamfontein
5850;2;1;1;0;Johannesburg Central
5850;2;1;1;6 300 m²;Mondeor
5900;1;1;0;43 m²;Oakdene
5900;1;1;0;43 m²;Oakdene
5900;1;1;1;65 m²;Highlands North
5900;2;1;1;47 m²;Ormonde View
5900;1;1;1;50 m²;Braamfontein
5900;1;1;1;35 m²;Braamfontein
5900;2;1;0;72 m²;Glenanda
5900;3;1;1;0;Naturena
5900;2;1;1;0;Meredale
5900;2;1;1;0;Winchester Hills
5900;2;1;2;85 m²;Hillbrow
5900;2;1;2;75 m²;Lyndhurst
5900;0;1;1;0;Braamfontein
5900;1;1;1;43 m²;Oakdene
5900;2;1;1;0;Winchester Hills
5900;1;1;0;0;Braamfontein
5900;1;1;1;35 m²;Braamfontein
5900;2;1;1;0;Mondeor
5900;2;1;2;0;Ormonde
5900;1;1;1;0;Auckland Park
5900;2;1;1;59 m²;Albertville
5900;3;1;1;0;Forest Hill
5900;1;1;1;60 m²;Talboton
5900;2;1;0;0;Patlynn AH
5900;0;1;0;0;Braamfontein
5900;1;1;1;0;Craighall
5900;1;1;1;0;Parktown
5900;2;1;1;0;Joubert Park
5900;2;1;0;97 m²;Lorentzville
5950;1;1;1;55 m²;Melville
5950;1;1;1;0;Auckland Park
5950;1;1;1;35 m²;Braamfontein
5950;2;1;1;45 m²;Kibler Park
5950;1;1;1;0;Auckland Park
5950;2;1;1;51 m²;Naturena
5950;2;1;1;51 m²;Glenanda
5950;2;1;1;51 m²;Alan Manor
5950;2;1;1;51 m²;South Hills
5950;2;1;2;45 m²;Ormonde
5950;2;1;2;45 m²;Kibler Park
5950;2;1;0;0;Mondeor
5950;2;1;1;51 m²;South Hills
5950;2;1;1;0;Alveda
5950;2;1;0;0;Naturena
5950;1;1;1;0;Auckland Park
5950;2;1;2;51 m²;Mulbarton
5950;1;1;1;0;Auckland Park
5950;2;1;1;0;Ormonde
5950;2;1;1;0;Meredale
5950;2;1;1;0;Southdale
5950;2;1;1;0;Ridgeway
5950;1;1;1;0;Auckland Park
5950;1;1;1;0;Bramley
5953;2;1;0;0;Hillbrow
5989;1;1;1;0;Marshalltown
5990;1;1;2;43 m²;Roodepoort
5995;1.5;1;1;80 m²;Savoy Estate
5995;1;1;1;0;Talboton
5999;2;1;1;12 456 m²;Linmeyer
5999;2;1;0;50 m²;Marshalltown
5999;2;1;2;0;Linmeyer
6000;1;1;2;44 m²;Maboneng
6000;1;1;1;40 m²;Emmarentia
6000;2;1;1;0;Greymont
6000;2;1;1;68 m²;Meredale
6000;2;1;2;65 m²;Suideroord
6000;1;1;1;0;Braamfontein
6000;2;1;0;51 m²;Naturena
6000;0.5;1;1;0;Jeppestown
6000;2;1;1;0;Mondeor
6000;1;1;1;0;Johannesburg Central
6000;1;1;0;65 m²;Marshalltown
6000;1;1;1;0;Mulbarton
6000;2;1;1;51 m²;Meredale
6000;2;1;1;51 m²;Mondeor
6000;3;2;2;0;La Rochelle
6000;1;1;0;0;Parktown
6000;1;1;1;57 m²;Auckland Park
6000;2;1;1;68 m²;Meredale
6000;2;1;1;0;Meredale
6000;1;1;1;0;Bramley
6000;1;1;1;100 m²;Bramley
6000;2;1;1;51 m²;Booysens
6000;1;1;1;64 m²;Kew
6000;3;2;2;0;La Rochelle
6000;1;1;0;0;Parktown
6000;2;1;1;68 m²;Meredale
6000;1;1;1;57 m²;Auckland Park
6000;2;1;1;0;Meredale
6000;1;1;1;0;Bramley
6000;1;1;1;100 m²;Bramley
6000;2;1;1;51 m²;Booysens
6000;1;1;1;64 m²;Kew
6000;1;1;1;0;Parkhurst
6000;2;1;1;0;Ridgeway
6000;2;1;1;0;Ormonde
6000;2;1;0;0;Aeroton
6000;2;1;1;35 848 m²;Mondeor
6000;3;1;3;0;Riverlea
6000;1;1;1;60 m²;Auckland Park
6000;2;1;1;0;Naturena
6000;2;1;1;51 m²;Johannesburg Central
6000;2;1;1;51 m²;Meredale
6000;1;1;1;0;Parkhurst
6000;1;1;1;71 m²;Rosebank
6000;2;1;1;0;Johannesburg Central
6000;2;1;1;35 848 m²;Mondeor
6000;1;1;1;0;Auckland Park
6000;1;1;1;0;Killarney
6000;2;1;0;0;Ormonde
6000;1;1;1;0;Kensington
6000;1;1;0;54 m²;Albertville
6000;1;1;1;1 942 m²;Emmarentia
6000;1;1;1;55 m²;Killarney
6000;4;3;5;800 m²;Craighall Park
6000;1;1;0;0;Braamfontein
6000;1;1;1;0;Bramley
6000;2;1;1;20 608 m²;Liefde En Vrede
6000;1;1;1;71 m²;Rosebank
6000;2;1;1;20 608 m²;Liefde En Vrede
6000;2;1;0;0;Mondeor
6000;1;1.5;1;80 m²;Ormonde
6000;2;1;1;0;Ridgeway
6000;2;1;1;62 m²;Mondeor
6000;1;1;2;0;Lyndhurst
6000;1;1;1;0;Bramley
6000;1;1;1;71 m²;Rosebank
6000;2;1;0;0;Mondeor
6000;1;1.5;1;80 m²;Ormonde
6000;2;1;1;0;Ridgeway
6000;2;1;1;62 m²;Mondeor
6000;1;1;2;0;Lyndhurst
6000;1;1;1;0;Bramley
6000;2;1;0;65 m²;Winchester Hills
6000;1;1;1;32 m²;Braamfontein
6000;1;1;1;71 m²;Rosebank
6000;1;1;0;0;Savoy Estate
6000;2;1;1;38 472 m²;Ormonde
6000;0;0;1;41 m²;Auckland Park
6000;0.5;1;0;32 m²;Braamfontein
6000;1;1;0;69 m²;Braamfontein
6000;2;1;0;0;Glenanda
6000;0;1;0;6 056 m²;Auckland Park
6000;0;0;0;0;Upper Houghton
6000;1;1;0;0;Ferreirasdorp
6000;1;1;0;0;Braamfontein Werf
6000;1;1;0;0;Bramley
6000;1;1;1;30 m²;Waverley
6000;3;1;1;250 m²;Naturena
6000;1;1;1;0;Emmarentia
6000;1;1;1;0;Emmarentia
6000;2;1;2;60 m²;Jeppestown
6000;2;1;1;50 m²;Kensington
6000;1;1;0;0;Sydenham
6000;1;1;1;33 m²;Marshalltown
6000;1;1;1;0;Highlands North
6000;1;1;0;41 m²;Braamfontein
6000;1;1;1;0;Oakdene
6000;1;1;1;0;Oakdene
6000;1;1;0;0;Bramley
6000;1;1;1;0;Bruma
6000;1;1;0;31 m²;Braamfontein
6000;2;0;1;0;Winchester Hills
6000;2;1;1;0;Moffat View
6000;1;1;1;0;Bruma
6000;2;1;1;0;Meredale
6000;1;1;0;0;Maboneng
6000;1;1;0;0;Auckland Park
6000;1;1;0;0;Maboneng
6000;1;1;0;0;Auckland Park
6000;2;1;1;0;Mulbarton
6000;1;1;1;46 m²;Maboneng
6000;2;1;0;0;Mayfair West
6000;1;1;0;54 m²;Johannesburg Central
6000;1;1;1;0;Johannesburg Central
6000;2;1;2;0;Winchester Hills
6000;0;1;1;55 m²;Parktown
6000;1;1;0;0;Sandringham
6000;1;1;0;0;Mondeor
6000;1;1;1;0;Bruma
6000;1;1;1;0;Oakdene
6000;0;1;0;35 m²;Richmond
6000;0;1;0;53 m²;Johannesburg Central
