rent;bedrooms;bathrooms;parkings;sizes;areas
3630;0;1;1;30 m²;Hillbrow
3630;0;1;1;30 m²;Hillbrow
3630;0;1;0;43 m²;Hillbrow
3630;1;1;0;60 m²;Wolhuter
3650;0;1;1;0;Johannesburg Central
3650;0;0;0;0;Johannesburg Central
3650;0.5;1;1;21 m²;Johannesburg Central
3600;0;0;0;0;Johannesburg Central
3650;0.5;1;0;0;Maboneng
3650;1;1;1;55 m²;Johannesburg Central
3700;1;1;1;0;Rosettenville
3700;0;1;1;30 m²;Johannesburg Central
3700;1;1;0;0;Kensington
3700;0;0;0;0;Rosettenville
3700;0;0;0;60 m²;Johannesburg Central
3700;0;1;0;0;Marshalltown
3700;1;0.5;1;0;Johannesburg Central
3700;2;1;1;0;Rosettenville
3750;1.5;1;1;32 m²;Marshalltown
3710;1;1;0;50 m²;Berea
3710;2;1;0;35 m²;Johannesburg Central
3712;0.5;1;1;0;Johannesburg Central
3727;1;1;0;0;Johannesburg Central
3740;0;3;0;30 m²;Jeppestown
3740;0.5;1;1;1 500 m²;Auckland Park
3749;1;1;0;0;Johannesburg Central
3750;1;1;0;0;Johannesburg Central
3750;0.5;1;1;29 m²;Johannesburg Central
3750;1;1;0;0;Johannesburg Central
3750;1.5;1;1;32 m²;Marshalltown
3750;3;2;0;74 m²;Braamfontein
3750;1.5;1;1;32 m²;Marshalltown
3750;3;2;0;74 m²;Braamfontein
3750;0.5;1;0;1 616 m²;Braamfontein
3750;0.5;1;0;32 m²;Braamfontein
3750;2;2;0;0;Johannesburg Central
3750;1;1;1;0;Mondeor
3750;1;1;0;95 m²;Braamfontein
3750;1;1;0;0;Johannesburg Central
3750;1;1;2;744 m²;Montgomery Park
3800;2;1;0;26 m²;Braamfontein
3750;1;1;1;95 m²;Towerby
3750;0;1;2;41 m²;Milpark
3750;1;1;0;0;Newtown
3750;1;1;0;0;Johannesburg Central
3790;0;1;0;28 m²;Johannesburg Central
3795;1;1;0;39 m²;Johannesburg Central
3800;1;1;1;30 m²;Maboneng
3800;1;1;1;49 m²;Sophiatown
3800;0.5;1;0;35 m²;Braamfontein
3800;2;1;0;26 m²;Braamfontein
3800;1;1;0;0;Bassonia
3800;0.5;1;1;1 500 m²;Auckland Park
3800;1;1;1;40 m²;Bramley Manor
3800;1;1;1;38 m²;Marshalltown
3800;3;1;1;0;Westdene
3800;1;0;0;62 m²;Hillbrow
3800;1;1;0;0;Johannesburg Central
3800;0;1;0;29 m²;Marshalltown
3800;2;1;0;0;Malvern
3800;1;1;1;1 100 m²;Cyrildene
3800;2;1;0;0;Kenilworth
3800;0.5;1;0;0;Bertrams
3800;0.5;1;1;0;Johannesburg Central
3800;0.5;1;0;0;Bertrams
3800;1;1;0;0;Johannesburg Central
3800;1;1;0;0;Doornfontein
3800;1;1;0;0;Johannesburg Central
3800;1;1;0;0;Hillbrow
3800;1;1;1;38 m²;Marshalltown
OA;0;0;0;0;Rosettenville
3800;1;1;0;30 m²;Johannesburg Central
3800;1;1;0;60 m²;Forest Hill
3800;1;1;0;0;Marshalltown
3800;1;1;1;0;Bezuidenhout Valley
3800;1;1;0;0;Townsview
3800;0;1;1;30 m²;Johannesburg Central
3800;1;1;1;0;Townsview
3800;0;1;1;0;Marshalltown
3800;2;1;1;0;Rosettenville
3800;1;1;1;20 m²;Kensington
3850;1;1;0;34 m²;Troyeville
3800;1;1;1;0;Berea
OA;1;1;1;0;Bezuidenhout Valley
3812;0;1;1;30 m²;Hillbrow
3832;1;1;0;0;Johannesburg Central
3833;0.5;1;1;27 m²;Johannesburg Central
3850;1;1.5;1;55 m²;Parktown
3850;1;1;1;70 m²;Johannesburg Central
3850;0;1;1;0;Bramley View
3850;1;1;0;34 m²;Troyeville
3850;0;1;0;30 m²;Braamfontein
3850;1;1;0;60 m²;Forest Hill
3850;0.5;1;1;1 500 m²;Auckland Park
3850;2;1;1;43 m²;Trojan
3850;1;1;1;0;Bosmont
3850;1;1;1;0;Maboneng
3850;0.5;1;1;45 m²;Maboneng
3850;1;1;0;0;City & Suburban
3874;1;1;0;0;Doornfontein
3885;1;1;0;0;Doornfontein
3890;2;1;0;0;Jeppestown
3900;1;1;1;45 m²;Kensington
3900;0.5;1;1;0;Hurst Hill
3900;1;1;0;88 m²;Joubert Park
3900;1;1;0;42 m²;Berea
3900;1;1;0;0;Braamfontein Werf
3900;1;1;0;40 m²;Hillbrow
3900;2;1;1;0;Rosettenville
3900;1;1;2;60 m²;Berea
3900;0;1;1;0;Marshalltown
3900;1;1;1;35 m²;Marshalltown
3850;1;1;1;0;Bosmont
3900;1;1;0;0;Berea
3900;1;1;0;0;Yeoville
3910;2.5;1;1;90 m²;Berea
3937;1;1;0;0;Johannesburg Central
3938;1;1;1;0;Johannesburg Central
3950;0.5;1;1;35 m²;Johannesburg Central
3950;1;1;1;40 m²;Albertville
3950;3;1;0;52 m²;Braamfontein
3950;2;1;1;0;Braamfontein Werf
3950;2;1;1;80 m²;Rosettenville
3950;1;1;1;47 m²;Yeoville
3950;3;1;0;52 m²;Braamfontein
3950;0;1;0;29 m²;Maboneng
3950;2;1;0;0;Rosettenville
3950;2;1;0;0;Johannesburg Central
3950;1;1;0;0;Johannesburg Central
3950;1;1;0;0;Hillbrow
3960;0;1;0;40 m²;Hillbrow
3960;1;1;0;40 m²;Hillbrow
3964;0;1;1;30 m²;Johannesburg Central
3973;1;1;0;0;Doornfontein
3980;2;1;0;50 m²;Braamfontein
3980;3;1;0;1 898 m²;Braamfontein
3980;2;1;0;50 m²;Braamfontein
3980;3;1;0;1 898 m²;Braamfontein
3999;1;1;0;41 m²;Maboneng
3980;1;1;0;42 m²;Braamfontein
3982;1;1;1;40 m²;Berea
3986;1;1;0;0;Johannesburg Central
3990;1;1;0;0;Glenanda
3990;1;1;1;0;Johannesburg Central
3990;1;1;1;0;Marshalltown
3990;0.5;1;0;0;Johannesburg Central
3990;0.5;1;0;0;Johannesburg Central
3992;0;1;1;30 m²;Hillbrow
3995;1;1;0;8 m²;Braamfontein
3995;1;1;0;42 m²;Braamfontein
3999;1.5;1;0;0;Berea
3999;2;1;0;48 m²;Maboneng
3999;0.5;1;0;0;Johannesburg Central
3999;1;1;0;0;New Doornfontein
3999;1;1;0;0;Johannesburg Central
3999;1;1;0;41 m²;Maboneng
4000;2;1;1;33 m²;Johannesburg Central
4000;1;1;0;33 m²;City & Suburban
4000;1;1;0;0;Westdene
4000;1.5;0;0;39 m²;Johannesburg Central
4000;1;1;0;0;Albertville
4000;1;1;0;33 m²;Maboneng
4000;2;1;0;0;Marshalltown
4000;2;1;1;31 m²;Johannesburg Central
4000;1;1;1;0;Maboneng
4000;1;1;0;26 m²;Braamfontein
4000;4;1.5;0;655 m²;Braamfontein
4000;1;1;0;32 m²;Braamfontein
4000;0;0;0;0;Johannesburg Central
4000;1;1;0;0;Westdene
4000;1;1;1;45 m²;Elandspark
4000;0;0;0;0;Hillbrow
4000;0.5;1;0;29 m²;Braamfontein
4000;1;1;0;95 m²;Braamfontein
4000;1;1;0;0;Ormonde
4000;2;2;0;0;Doornfontein
4000;2;1;0;0;Johannesburg Central
4000;0;0;0;0;Johannesburg Central
4000;1;1;0;0;Braamfontein
4000;1;1;1;0;The Hill
4000;1;1;0;40 m²;Braamfontein
4000;0;0;0;0;Suideroord
4000;1;1;0;81 m²;Braamfontein
4000;2;1;1;0;Haddon
4000;2;1;1;0;Haddon
4000;2;1;0;0;Johannesburg Central
4000;2;1;1;0;Lenasia
4000;2;1;0;0;Jeppestown
4000;0;0;0;2 000 m²;Westdene
4000;1;1;2;0;The Hill
4000;1;1;1;0;Westdene
4000;0;0;1;0;Tulisa Park
4000;0;0;1;25 m²;Westdene
4000;2;1;0;0;Marshalltown
4000;1;1;1;60 m²;Yeoville
4000;1;1;2;50 m²;Braamfontein
4000;0;0;0;2 000 m²;Westdene
4000;0;0;0;0;City & Suburban
4000;2;1;1;0;Kenilworth
4000;1;1;1;0;Bosmont
4000;1;1;2;57 m²;Bellevue
4000;1;1;1;1 942 m²;Emmarentia
4000;0;1;1;50 m²;Berea
4000;1;1;0;0;Johannesburg Central
4000;0;1;1;30 m²;Johannesburg Central
4000;1;1;0;0;Aeroton
4000;2;1;0;0;Marshalltown
4000;6;2;1;1 500 m²;Houghton Estate
4000;1;1;1;0;Kensington
4000;1;1;1;70 m²;Haddon
4000;1;1;2;0;The Hill
4000;1;1;0;30 m²;Fairmount
4000;1;1;2;48 m²;Berea
4000;1;1;1;0;Westdene
4000;1;1;0;0;Sydenham
4000;1;1;1;0;Meredale
4000;2;1;0;0;Rosettenville
4000;0.5;1;1;0;Johannesburg Central
4000;1;1;0;0;Johannesburg Central
4000;0.5;1;0;0;Maboneng
4000;0.5;1;1;0;Maboneng
4000;2;1;1;0;Johannesburg Central
4000;1;1;0;0;Johannesburg Central
4050;1;1;2;49 m²;Berea
4050;0.5;0.5;0;0;Parktown
4070;1;1;0;0;Berea
4081;1;1;2;43 m²;Johannesburg Central
4081;1;1;2;60 m²;Hillbrow
4090;1;1;0;45 m²;Johannesburg Central
4100;0;0;0;40 m²;Joubert Park
4100;2;1;0;0;Marshalltown
4100;2;1;0;0;Turffontein
4100;1;1;2;43 m²;Johannesburg Central
4100;2;1;0;0;Marshalltown
4100;1;1;0;0;Sophiatown
4100;1;1;0;0;Sophiatown
4100;1;1;1;0;Johannesburg Central
4100;2;1;0;0;Turffontein
4100;2;1;1;0;Marshalltown
4100;2;1;0;0;Johannesburg Central
4100;1;1;0;0;Rosettenville
4100;2;1;0;0;Johannesburg Central
4100;1;1;0;0;Rosettenville
4100;0;0;0;0;Hillbrow
4148;1;1;0;30 m²;Johannesburg Central
4100;1;1;1;0;Bellevue East
4100;2;1;1;52 m²;Joubert Park
4100;1;0;1;61 m²;Joubert Park
4135;1;1;1;0;Johannesburg Central
4135;1;1;0;48 m²;Johannesburg Central
4135;0.5;1;1;0;Marshalltown
4148;1;1;0;30 m²;Johannesburg Central
4148;1;1;0;0;Johannesburg Central
4149;1;1;1;45 m²;Johannesburg Central
4150;2;1;0;0;Bertrams
4162;1;1;0;0;Johannesburg Central
4170;1;1;0;0;Johannesburg Central
4180;1;1;1;48 m²;Jeppestown
4199;1;1;0;27 m²;Maboneng
4199;1;1;0;55 m²;Berea
4199;1;1;0;51 m²;Berea
4200;1;1;1;0;Winchester Hills
4200;4;2.5;0;94 m²;Braamfontein
4200;1;1;1;32 m²;Johannesburg Central
4200;0.5;1;0;26 m²;Braamfontein
4200;2;1;0;0;Johannesburg Central
4200;1;1;1;35 m²;Johannesburg Central
4200;0;1;1;27 m²;Auckland Park
4200;1;1;0;32 m²;Braamfontein
4200;2;0;0;0;Rosettenville
4200;1;1;1;32 m²;Johannesburg Central
4200;2;1;1;0;Johannesburg Central
4200;0;1;1;26 m²;Sunnyside
4200;1;0;0;33 m²;Johannesburg Central
4200;0;0;0;0;Kensington
4200;1;1;0;0;Marshalltown
4200;1;1;1;49 m²;Bellevue
4200;0;1;0;30 m²;Braamfontein
4200;2;0.5;0;0;Turffontein
4200;1;1;1;60 m²;Berea
4200;1;1;2;61 m²;Kensington
4200;0;1;0;48 m²;Braamfontein
4200;1;1;0;0;Orange Grove
4200;1;1;0;0;Orange Grove
4200;1;1;1;0;Oakdene
4200;1;1;0;35 m²;Maboneng
4200;1;1;1;0;Franklin Roosevelt Park
4200;0;0;0;0;Maboneng
4200;2;1;0;0;Johannesburg Central
4200;1;1;1;0;Yeoville
4200;2;1;1;0;Berea
4200;2;0;1;0;Berea
4200;1;1;0;0;Johannesburg Central
4200;2;1;1;0;Berea
4200;1;1;0;0;Maboneng
4200;0;1;1;30 m²;Richmond
4200;1;1;0;0;Johannesburg Central
4200;0;1;1;32 m²;Braamfontein Werf
4200;2;1;0;0;Doornfontein
4200;1;1;0;0;Johannesburg Central
4200;1;1;0;0;Johannesburg Central
4230;2;1;0;0;Hillbrow
4235;1;1;0;60 m²;Forest Hill
4239;1;1;0;0;Marshalltown
4239;1;1;1;0;Johannesburg Central
4248;1;1;1;0;Johannesburg Central
4250;1;1;1;0;Kensington
4250;1;1;1;36 m²;Albertville
4250;0;0;0;50 m²;Johannesburg Central
4250;2;1;0;0;Johannesburg Central
4250;1;1;0;46 m²;Braamfontein
4250;2;1;0;45 m²;Braamfontein
4250;0;1;1;0;Auckland Park
4250;1;1;0;0;Observatory
4250;1;1;0;0;Bellevue
4250;1;1;1;0;Kensington
4250;1;1;0;48 m²;Braamfontein
4250;1;1;2;0;Yeoville
4260;1;1;0;0;Doornfontein
4260;1;1;0;0;Doornfontein
4280;2;1;0;45 m²;New Doornfontein
4280;2;1;0;30 m²;Johannesburg Central
4287;0.5;1;0;0;Bertrams
4287;0.5;1;1;45 m²;Brixton
4287;0.5;1;1;45 m²;Bertrams
4287;0.5;1;1;45 m²;Brixton
4287;0.5;1;1;45 m²;Bertrams
4287;1;1;0;0;Brixton
4287;0.5;1;0;0;Doornfontein
4290;2;1;1;0;Haddon
4300;0;1;0;30 m²;Auckland Park
4300;2;1;1;0;Jeppestown
4300;1;1;0;50 m²;Norwood
4300;1;1;0;0;Joubert Park
4300;1;1;0;0;Westdene
4300;0;1;0;0;Maboneng
4300;2;1;2;0;South Hills
4300;1;1;1;51 m²;Berea
4300;1;1;2;43 m²;Johannesburg Central
4300;0;0;1;32 m²;Johannesburg Central
4300;1;1;0;0;Hillbrow
4300;0;0;1;32 m²;Johannesburg Central
4300;2;1;1;0;Newclare
4300;1;1;0;100 m²;Lombardy East
4300;1;1;0;0;Johannesburg Central
4300;0.5;1;1;0;New Doornfontein
4300;0;1;1;46 m²;Bellevue East
4341;1;1;0;0;Johannesburg Central
4400;0;1;1;26 m²;Braamfontein Werf
4350;0.5;1;0;0;Johannesburg Central
4350;1;1;0;0;Yeoville
4399;1;1;0;31 m²;Maboneng
4399;1;1;0;0;Maboneng
4399;1;1;0;0;Maboneng
4400;1;1;1;35 m²;Johannesburg Central
4400;2;1;0;72 m²;Braamfontein
4400;1;1;1;0;Braamfontein
4400;2;1;1;38 m²;Johannesburg Central
4400;2;2;0;0;Johannesburg Central
4400;1;1;0;34 m²;Marshalltown
4400;2;1;1;0;Rosettenville
4400;2;1;1;0;Haddon
4400;0.5;1;0;0;Maboneng
4400;0;1;1;26 m²;Braamfontein Werf
4400;2;1;1;0;Kenilworth
4400;0;1;0;57 m²;Joubert Park
4400;2;1;1;0;Haddon
4400;2;1;1;0;Turffontein
4475;2;1;1;0;Fairview
4400;2;2;0;0;Johannesburg Central
4400;2;1;1;0;Forest Hill
4400;1;1;0;50 m²;Johannesburg Central
4400;2;1;1;40 m²;City Deep
4400;1;1;1;0;Winchester Hills
4400;1;1;0;85 m²;Wolhuter
4400;1;1;0;60 m²;Auckland Park
4400;2;1;1;0;Marshalltown
4410;1;1;0;0;Johannesburg Central
4440;1;1;0;0;Newtown
4450;0.5;1;1;29 m²;Johannesburg Central
4450;2;1;0;0;Jeppestown
4450;1;1;1;0;Bassonia
4450;1;1;0;0;Johannesburg Central
4463;1;1;0;32 m²;Newtown
4475;2;1;1;0;Fairview
4477;1;1;0;0;Johannesburg Central
4490;1;1;1;42 m²;Kew Industrial
4490;0.5;1;1;0;Bramley
4499;2;1;1;0;Moffat View
4500;3;1.5;2;482 m²;Zakariyya Park
4500;2;1;1;36 m²;Johannesburg Central
4500;0;0;0;1 012 m²;Mondeor
4500;0.5;1;1;0;Richmond
4500;0.5;1;0;0;Braamfontein
4500;2;1;0;56 m²;Turf Club
4500;1;1;1;0;Kensington
4500;1;1;1;0;Auckland Park
4500;1;1;1;0;Westdene
4500;2;1;1;0;Bezuidenhout Valley
4500;2;1;1;0;Bezuidenhout Valley
4500;2;1;0;0;Naturena
4500;0;1;0;41 m²;Auckland Park
4500;0;0;0;1 012 m²;Mondeor
4500;1;1;0;70 m²;Marshalltown
4500;2;1;0;111 m²;Lenasia South
4500;1;1.5;0;0;Westdene
4500;2;1;1;0;Bezuidenhout Valley
4500;0;1;0;30 m²;Auckland Park
4500;0;1;1;33 m²;Melville
4500;1;1;1;35 m²;Auckland Park
4500;1;1;1;70 m²;Cyrildene
4500;1;1;1;28 m²;Auckland Park
4500;0.5;1;0;0;Maboneng
4500;1;1;0;45 m²;Albertville
4500;2;1;0;0;South Hills
4500;2;1;1;43 m²;South Hills
4500;1;1;1;70 m²;Cyrildene
4500;1;1;2;0;Maboneng
4500;0;1;2;45 m²;Braamfontein
4500;3;1;0;0;Jeppestown
4500;0;0;0;0;Johannesburg Central
4500;1;1;2;0;Mondeor
4500;2;2;0;0;Johannesburg Central
4500;2;2;0;0;Doornfontein
4500;0.5;1;0;0;Maboneng
4500;1;1;1;45 m²;Cyrildene
4500;1;1;1;0;Westdene
4500;0;1;0;43 m²;Maboneng
4500;1;1;0;50 m²;Roodepoort
4500;1;1;1;0;Linmeyer
4500;1;1;0;48 m²;Cyrildene
4500;2;1;0;42 m²;Wolhuter
4500;1;1;1;36 m²;Maboneng
4500;2;1;1;0;Jeppestown
4500;0.5;1;0;32 m²;Braamfontein
4500;2;1;0;0;Zakariyya Park
4500;1;1;0;0;Tulisa Park
4500;1;1;0;0;Rosettenville
4500;1;1;0;0;Regents Park
4500;1;1;0;0;Elandspark
4500;1;1;0;0;Moffat View
4500;1;1;0;0;Linmeyer
4500;1;1;0;0;South Hills
4500;1;1;0;0;City Deep
4500;1;1;0;0;Steeledale
4500;1;1;0;0;The Hill
4500;2;1.5;2;0;Forest Hill
4500;2;1;1;43 m²;South Hills
4500;1;1;0;0;Moffat View
4500;1;1;1;41 m²;Melville
4500;1;1;0;0;Mondeor
4500;1;1;1;500 m²;Norwood
4500;2;1.5;2;0;Forest Hill
4500;1;1;1;797 m²;Linmeyer
4500;2;1;0;0;Robertsham
4500;1;1;0;0;Auckland Park
4500;1;1;0;56 m²;Hillbrow
4500;2;1;1;40 m²;South Hills
4500;1;1;1;0;Tulisa Park
4500;1;1;0;0;Berea
4500;1;1;0;56 m²;Hillbrow
4500;2;1;0;0;Rosettenville
4500;1;1;1;55 m²;Albertville
4500;2;1;0;60 m²;Johannesburg Central
4500;1;1;0;0;Auckland Park
4500;2;1.5;0;0;Booysens
4500;1;1;0;0;Auckland Park
4500;4;1;1;0;Rosettenville
4500;1;1;1;0;Franklin Roosevelt Park
4500;1;1;0;0;Auckland Park
4500;1;1;0;0;Auckland Park
4500;1;1;0;0;Marshalltown
4500;1;1;1;1 000 m²;Sydenham
4500;2;1;0;0;Steeledale
4500;0;0;0;0;Bezuidenhout Valley
4500;2;2;0;0;Elandspark
4500;1;1;0;0;Elandspark
4500;1;1;0;0;Auckland Park
4500;2;1;1;37 m²;Booysens
4500;1;1;1;0;Bezuidenhout Valley
4500;1;1;0;0;Turf Club
4500;1;1;2;60 m²;Hillbrow
4500;1;1;1;0;Bezuidenhout Valley
4500;1;1;1;0;Bezuidenhout Valley
4500;1;1;1;0;Meredale
4500;2;1;1;42 m²;South Hills
4500;2;1;0;0;Bellevue
4500;2;1;2;43 m²;South Hills
4500;1;1;1;0;Braamfontein Werf
4500;2;1;1;0;South Hills
4500;1;1;2;58 m²;Linmeyer
4500;2;1;2;79 m²;Turf Club
4500;1;1;0;40 m²;Westdene
4500;2;1;1;30 m²;Ophirton
4500;1;1;0;0;Auckland Park
4500;1;1;1;1 000 m²;Sydenham
4500;1;0;0;0;Albertville
4500;1;1;0;0;Steeledale
4500;1;1;0;0;Lombardy East
4500;1;1;1;40 m²;Kensington
4500;2;1;1;37 m²;Johannesburg Central
4500;0.5;1;0;27 m²;Braamfontein
4500;0;1;1;0;Maboneng
4500;1;1;0;0;Braamfontein
4500;1;1;0;0;Sydenham
4500;1;1;1;40 m²;Kensington
4500;1;1;1;0;Orange Grove
4500;0.5;1;2;43 m²;Maboneng
4500;2;1;1;0;The Hill
4500;1;1;0;0;West Turffontein
4500;1;1;1;0;Winford
4500;0.5;0.5;0;35 m²;Braamfontein
4500;1;1;1;38 m²;Sandringham
4500;1;1;1;0;Winford
4500;0.5;0.5;0;35 m²;Braamfontein
4500;1;1;1;38 m²;Sandringham
4500;0;0;0;0;Auckland Park
4500;1;1;2;0;Jeppestown
4500;2;1;1;0;Booysens
4500;1;1;2;45 m²;Brixton
4500;0;1;0;0;Johannesburg Central
4500;1;1;0;41 m²;Braamfontein
4500;1;1;0;0;Joubert Park
4500;0.5;1;0;0;Braamfontein
4500;1;1;1;0;Highlands North
4500;1;1;1;0;Highlands North
4500;1;1;0;32 m²;Auckland Park
4500;2;1;0;0;Auckland Park
4500;0;1;1;0;Marshalltown
4500;1;1;1;0;Sandringham
4500;0.5;1;0;33 m²;Maboneng
4500;1;1;0;0;Highlands North
4500;2;1;1;0;Lenasia South
4500;2;1;0;0;Auckland Park
4500;1;1;0;0;Sydenham
4500;2;1;0;0;Yeoville
4500;2;1;0;0;Auckland Park
4547;1;1;0;42 m²;Yeoville
4500;2;1;0;0;Rosettenville
4500;2;1;0;0;Regents Park
4500;2;1;0;0;City Deep
4500;2;1;0;0;Tulisa Park
4505;0;1;0;30 m²;Braamfontein
OA;1;0;0;0;Johannesburg Central
4514;1;1;0;0;Johannesburg Central
OA;0;0;0;0;Johannesburg Central
4541;1;1;0;0;Johannesburg Central
4547;1;1;0;42 m²;Yeoville
4576;1;1;0;0;Doornfontein
4599;2;1;0;0;Berea
4600;0;0;0;0;City & Suburban
4600;2;1;1;0;Turffontein
4600;0.5;1;0;0;Maboneng
4600;0;0;0;0;Auckland Park
4600;1;1;1;0;Parkwood
4600;1;1;0;39 m²;Johannesburg Central
4600;0;1;1;35 m²;Marshalltown
4600;1;1;1;0;Kensington
4600;1;1;1;0;Kensington
4600;1;1;1;0;Sophiatown
4600;1;1;0;0;Berea
4600;0;1;0;50 m²;Berea
4600;1;0;1;0;Richmond
4600;1;1;0;45 m²;Johannesburg Central
4600;0;1;1;30 m²;Johannesburg Central
4600;0;1;0;0;Ferreirasdorp
4600;1;0;0;45 m²;Johannesburg Central
4619;0;0;0;0;Hillbrow
4620;1;1;1;0;Johannesburg Central
4620;0;1;2;800 m²;Braamfontein
4620;1;1;1;0;Johannesburg Central
4641;1;1;0;0;Johannesburg Central
4650;1;1;1;565 m²;Ormonde
4650;0;0;0;0;Turffontein
4650;2;1;0;0;Booysens
4650;1;1;1;98 m²;Lorentzville
4700;1;1;0;52 m²;Maboneng
4750;2;1;1;42 m²;Johannesburg Central
4700;1;1;2;30 m²;Westdene
4700;1;1;0;0;Lyndhurst
4700;1;1;1;21 m²;Marshalltown
4700;1;1;1;0;Gillview
4700;1;1;1;60 m²;Bellevue
4700;1;1;0;0;Auckland Park
4750;1;1;1;0;Westdene
4750;1;1;1;50 m²;Winchester Hills
4750;2;1;0;0;The Hill
4750;2;1;0;0;Regents Park
4750;2;1;0;0;Tulisa Park
4750;2;1;0;0;Rosettenville
4750;2;1;0;0;South Hills
4750;2;1;0;0;City Deep
4750;2;1;0;0;Steeledale
4750;2;1;0;0;Linmeyer
4750;2;1;0;0;Moffat View
4750;2;1;1;42 m²;Johannesburg Central
4750;0;1;0;33 m²;Auckland Park
4750;2;1;1;42 m²;Johannesburg Central
4750;0;1;0;33 m²;Auckland Park
4750;0;1;0;40 m²;Auckland Park
4750;0;1;0;40 m²;Auckland Park
4750;2;1;0;0;Fairview
4750;2;1;1;60 m²;Jeppestown
4750;2;1;1;40 m²;South Hills
4750;1;1;1;0;Orange Grove
4750;2;1;0;0;Berea
4750;2;1;2;43 m²;South Hills
4750;1;1;1;0;Auckland Park
4750;2;1;1;0;South Hills
4750;2;1;1;0;Linmeyer
4750;1;1;1;0;Bruma
4785;0;1;2;60 m²;Braamfontein
4795;0.5;1;0;0;Johannesburg Central
4795;0.5;1;0;0;Johannesburg Central
4795;1;1;0;0;Johannesburg Central
4795;0.5;1;0;0;Johannesburg Central
4795;0.5;1;0;0;Johannesburg Central
4799;2;1;0;45 m²;City & Suburban
4800;1;1;0;0;Maboneng
4800;1;1;0;25 m²;Braamfontein
4800;0;1;1;5 m²;Johannesburg Central
4800;0;1;0;28 m²;Braamfontein
4800;0.5;1;1;0;Auckland Park
4800;2;2;1;0;Townsview
4800;1;1;1;0;Franklin Roosevelt Park
4800;2;1;0;0;Robertsham
4800;1;1;1;0;Rembrandt Park
4800;1;1;10;0;Richmond
4800;1;1;0;25 m²;Braamfontein
4800;2;1;1;0;Rosettenville
4800;1;1;1;0;Mondeor
4800;1;1;0;0;Melville
4800;1;1;1;1 000 m²;Sydenham
4800;0;0;0;0;West Turffontein
4800;1;1;1;0;Sunnyside
4800;2;1;0;0;Rosettenville
4800;1;1;0;40 m²;Bramley View
4800;1;1;1;0;Auckland Park
4800;1;1;1;50 m²;Melville
4800;1;1;0;32 m²;Braamfontein
4800;1;1;0;35 m²;Kensington
4800;2;1;0;0;Rosettenville
4800;2;1;1;0;Kenilworth
4800;2;1;1;0;Moffat View
4800;0.5;1;1;0;Maboneng
4800;0;1;1;30 m²;Johannesburg Central
4800;2;1;0;42 m²;Wolhuter
4800;1;1;0;0;Craighall Park
4800;1;1;0;0;Marshalltown
4800;0;1;0;0;Auckland Park
4800;2;1;2;0;Yeoville
4800;0;0;0;0;Auckland Park
4800;0;1;0;0;Auckland Park
4800;2;1;0;0;Hillbrow
4800;2;1;1;0;Kenilworth
4800;1;1;0;0;Auckland Park
4849;1;1;0;0;Johannesburg Central
4850;2;1;1;0;Kenilworth
4850;2;1;1;0;Kenilworth
4850;2;1;0;0;Kenilworth
4900;1;1;0;45 m²;Bramley
4900;2;1;1;50 m²;Alan Manor
4900;3;1;1;0;Johannesburg Central
4919;1;1;2;60 m²;Hillbrow
4924;0;1;1;30 m²;Johannesburg Central
4950;1;1;0;54 m²;Montgomery Park
4950;2;1;1;11 615 m²;Moffat View
4950;1;1;2;40 m²;Hillbrow
4950;0.5;1;1;0;Auckland Park
4950;1;1;1;0;Greymont
4950;1;1;0;0;Montgomery Park
4950;1;1;1;30 m²;Auckland Park
4950;1;1;0;0;Auckland Park
4950;2;1;0;0;Bellevue
4950;1;1;0;37 m²;Berea
4950;2;1;1;85 m²;Berea
4950;2;1;0;0;Townsview
4950;2;1;0;42 m²;Wolhuter
4950;2;1;1;57 m²;Yeoville
4950;1;1;2;37 m²;Jeppestown
4900;2;1;1;50 m²;Alan Manor
4950;2;1;2;0;Moffat View
4950;2;0;1;0;Turf Club
4950;2;1;0;74 m²;Berea
4963;2;1;0;0;Doornfontein
4970;1;1;1;0;Auckland Park
4990;2;1.5;2;75 m²;Mondeor
4990;2;1;1;0;Jeppestown
4990;2;1;1;72 m²;Lyndhurst
4990;2;1;1;0;Mondeor
4990;2;1;1;0;Jeppestown
4990;2;1;1;0;Jeppestown
4995;1;1;0;0;Johannesburg Central
4999;2;1;0;35 m²;New Doornfontein
4999;1.5;1;0;0;Berea
4999;1;1;2;55 m²;Parktown
4999;2;1;0;0;Berea
4999;1;1;2;55 m²;Parktown
5000;0;0;0;40 m²;Maboneng
5000;1;1;1;35 m²;Melville
5000;3;1;4;0;Naturena
5000;1;1;1;40 m²;Ormonde View
5000;3;1;4;0;Naturena
5000;1;1;1;40 m²;Ormonde View
5000;1;1;1;0;Franklin Roosevelt Park
5000;1;1;0;0;Maboneng
5000;0.5;1;1;0;Houghton Estate
5000;1;1;0;48 m²;Savoy Estate
5000;0.5;1;0;40 m²;Braamfontein
5000;1;1;1;41 m²;Braamfontein
5000;0;0;0;25 m²;Braamfontein Werf
5000;2;1;1;45 m²;Johannesburg Central
5000;3;1;4;0;Naturena
5000;0;1;1;44 m²;Lyndhurst
5000;1;1;1;0;Westdene
5000;2;1;2;0;Bezuidenhout Valley
5000;1;1;1;1 000 m²;Sydenham
5000;1;1;0;35 m²;Maboneng
